产品代码,产品类型,计算模式,周期,最大回撤,贝塔,回撤修复,年化波动率,下行风险,防守能力,同类平均最大回撤,同类平均贝塔,同类平均回撤修复,同类平均年化波动率,同类平均下行风险,同类平均防守能力,沪深300最大回撤,沪深300贝塔,沪深300回撤修复,沪深300年化波动率,沪深300下行风险,沪深300防守能力,最大回撤排名,贝塔排名,回撤修复排名,年化波动率排名,下行风险排名,防守能力排名
1748196797771333633,1,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-13.49%,100.00%,4天,19.56%,15.88%,100.00%,--,--,--,--,--,--
1748196797771333633,1,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,954天,23.88%,22.70%,100.00%,--,--,--,--,--,--
1905165111449006082,1,自然日,近 1 年,-0.00%,0.00%,--,0.00%,--,100.00%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,18/92名,11/92名,--,1/92名,--,1/92名
1905165111449006082,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
1905165111449006082,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
1905165111449006082,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1905165111449006082,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,--,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,29/104名,5/104名,--,1/104名,--,1/104名
1905165111449006082,1,自然日,成立以来,-0.00%,0.00%,--,0.00%,--,100.00%,-17.24%,19.24%,385天,14.56%,19.32%,83.71%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,13/89名,2/89名,--,1/89名,--,1/89名
2009495249141088258,1,自然日,近 1 年,--,--,--,--,--,--,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,--,--,--,--,--,--
2009495249141088258,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
2009495249141088258,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
2009495249141088258,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
2009495249141088258,1,自然日,今年以来,-11.61%,120.08%,12天,28.72%,18.96%,-39.02%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,5/104名,96/104名,6/104名,95/104名,24/104名,96/104名
2009495249141088258,1,自然日,成立以来,-13.17%,116.48%,22天,28.66%,19.58%,-21.36%,-13.74%,29.81%,50天,13.89%,18.54%,71.92%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,12/97名,22/97名,1/97名,20/97名,12/97名,22/97名
1995783918214885378,1,自然日,近 1 年,--,--,--,--,--,--,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,--,--,--,--,--,--
1995783918214885378,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
1995783918214885378,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
1995783918214885378,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1995783918214885378,1,自然日,今年以来,-2.32%,8.40%,--,4.46%,3.93%,94.27%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,16/104名,84/104名,--,84/104名,13/104名,83/104名
1995783918214885378,1,自然日,成立以来,-2.44%,13.07%,--,5.89%,3.76%,95.33%,-13.08%,40.27%,40天,17.54%,18.27%,64.96%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,19/102名,11/102名,--,11/102名,4/102名,9/102名
1960589719144411138,1,自然日,近 1 年,-15.20%,39.51%,28天,30.59%,47.33%,70.95%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,5/92名,81/92名,2/92名,82/92名,15/92名,80/92名
1960589719144411138,1,自然日,近 2 年,-15.20%,11.64%,28天,21.42%,47.33%,87.75%,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,4/87名,14/87名,2/87名,14/87名,2/87名,13/87名
1960589719144411138,1,自然日,近 3 年,-15.20%,9.00%,28天,17.42%,47.33%,92.15%,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,4/87名,10/87名,2/87名,10/87名,2/87名,9/87名
1960589719144411138,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1960589719144411138,1,自然日,今年以来,-3.38%,28.34%,30天,10.19%,6.51%,85.20%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,15/104名,88/104名,10/104名,87/104名,16/104名,85/104名
1960589719144411138,1,自然日,成立以来,-17.20%,21.05%,693天,16.83%,27.10%,80.53%,-22.37%,22.09%,765天,16.53%,16.71%,80.15%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,5/20名,7/20名,1/20名,7/20名,7/20名,7/20名
SM0905,1,自然日,近 1 年,--,--,--,--,--,--,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,--,--,--,--,--,--
SM0905,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
SM0905,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
SM0905,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
SM0905,1,自然日,今年以来,--,--,--,--,--,--,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,--,--,--,--,--,--
SM0905,1,自然日,成立以来,--,--,--,--,--,--,-22.37%,22.09%,765天,16.53%,16.71%,80.15%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
SM0904,1,自然日,近 1 年,--,--,--,--,--,--,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,--,--,--,--,--,--
SM0904,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
SM0904,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
SM0904,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
SM0904,1,自然日,今年以来,--,--,--,--,--,--,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,--,--,--,--,--,--
SM0904,1,自然日,成立以来,--,--,--,--,--,--,-22.37%,22.09%,765天,16.53%,16.71%,80.15%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
SM0902,1,自然日,近 1 年,--,--,--,--,--,--,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,--,--,--,--,--,--
SM0902,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
SM0902,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
SM0902,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
SM0902,1,自然日,今年以来,--,--,--,--,--,--,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,--,--,--,--,--,--
SM0902,1,自然日,成立以来,--,--,--,--,--,--,-22.37%,22.09%,765天,16.53%,16.71%,80.15%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
SM0901,1,自然日,近 1 年,--,--,--,--,--,--,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,--,--,--,--,--,--
SM0901,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
SM0901,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
SM0901,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
SM0901,1,自然日,今年以来,--,--,--,--,--,--,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,--,--,--,--,--,--
SM0901,1,自然日,成立以来,--,--,--,--,--,--,-22.37%,22.09%,765天,16.53%,16.71%,80.15%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
SM0903,1,自然日,近 1 年,--,--,--,--,--,--,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,--,--,--,--,--,--
SM0903,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
SM0903,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
SM0903,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
SM0903,1,自然日,今年以来,--,--,--,--,--,--,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,--,--,--,--,--,--
SM0903,1,自然日,成立以来,--,--,--,--,--,--,-22.37%,22.09%,765天,16.53%,16.71%,80.15%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
2001175261472796674,1,自然日,近 1 年,--,--,--,--,--,--,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,--,--,--,--,--,--
2001175261472796674,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
2001175261472796674,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
2001175261472796674,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
2001175261472796674,1,自然日,今年以来,-7.59%,71.11%,13天,25.57%,15.70%,59.97%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,9/104名,92/104名,7/104名,94/104名,21/104名,90/104名
2001175261472796674,1,自然日,成立以来,-7.59%,171.23%,13天,87.38%,15.37%,66.59%,-13.08%,40.27%,40天,17.54%,18.27%,64.96%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,17/102名,27/102名,1/102名,27/102名,12/102名,18/102名
2001909359174729729,1,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-10.90%,100.00%,95天,15.22%,16.40%,100.00%,--,--,--,--,--,--
2001909359174729729,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-15.66%,100.00%,106天,18.30%,15.82%,100.00%,--,--,--,--,--,--
2001909359174729729,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-24.80%,100.00%,244天,16.75%,13.75%,100.00%,--,--,--,--,--,--
2001909359174729729,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-45.60%,100.00%,6天,17.79%,14.90%,100.00%,--,--,--,--,--,--
2001909359174729729,1,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-10.49%,100.00%,38天,15.29%,16.47%,100.00%,--,--,--,--,--,--
2001909359174729729,1,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,22.20%,20.75%,100.00%,--,--,--,--,--,--
1806166063367499778,1,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-18.19%,100.00%,7天,18.31%,15.84%,100.00%,--,--,--,--,--,--
1806166063367499778,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-18.19%,100.00%,45天,20.38%,19.20%,100.00%,--,--,--,--,--,--
1806166063367499778,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-18.19%,100.00%,78天,20.11%,18.20%,100.00%,--,--,--,--,--,--
1806166063367499778,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-32.46%,100.00%,340天,18.76%,17.07%,100.00%,--,--,--,--,--,--
1806166063367499778,1,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-18.19%,100.00%,7天,18.24%,15.84%,100.00%,--,--,--,--,--,--
1806166063367499778,1,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.38%,22.22%,100.00%,--,--,--,--,--,--
1815279623884419073,1,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-20.92%,100.00%,2天,13.56%,8.92%,100.00%,--,--,--,--,--,--
1815279623884419073,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-25.78%,100.00%,--,14.46%,9.78%,100.00%,--,--,--,--,--,--
1815279623884419073,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-38.28%,100.00%,--,16.20%,12.78%,100.00%,--,--,--,--,--,--
1815279623884419073,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-45.25%,100.00%,39天,17.78%,15.32%,100.00%,--,--,--,--,--,--
1815279623884419073,1,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-7.84%,100.00%,23天,13.47%,8.24%,100.00%,--,--,--,--,--,--
1815279623884419073,1,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,22.38%,20.91%,100.00%,--,--,--,--,--,--
1815279836606935041,1,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-20.92%,100.00%,2天,13.56%,8.92%,100.00%,--,--,--,--,--,--
1815279836606935041,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-25.78%,100.00%,--,14.46%,9.78%,100.00%,--,--,--,--,--,--
1815279836606935041,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-38.28%,100.00%,--,16.20%,12.78%,100.00%,--,--,--,--,--,--
1815279836606935041,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-45.25%,100.00%,39天,17.78%,15.32%,100.00%,--,--,--,--,--,--
1815279836606935041,1,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-7.84%,100.00%,23天,13.47%,8.24%,100.00%,--,--,--,--,--,--
1815279836606935041,1,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,22.38%,20.91%,100.00%,--,--,--,--,--,--
1815565743444635649,1,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-20.92%,100.00%,2天,13.58%,8.86%,100.00%,--,--,--,--,--,--
1815565743444635649,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-25.11%,100.00%,--,14.45%,9.77%,100.00%,--,--,--,--,--,--
1815565743444635649,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-38.28%,100.00%,--,16.19%,12.77%,100.00%,--,--,--,--,--,--
1815565743444635649,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-45.25%,100.00%,39天,17.78%,15.30%,100.00%,--,--,--,--,--,--
1815565743444635649,1,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-7.84%,100.00%,23天,13.47%,8.18%,100.00%,--,--,--,--,--,--
1815565743444635649,1,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,22.37%,20.91%,100.00%,--,--,--,--,--,--
1815567237682212866,1,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-20.92%,100.00%,2天,13.58%,8.86%,100.00%,--,--,--,--,--,--
1815567237682212866,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-25.11%,100.00%,--,14.45%,9.77%,100.00%,--,--,--,--,--,--
1815567237682212866,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-38.28%,100.00%,--,16.19%,12.77%,100.00%,--,--,--,--,--,--
1815567237682212866,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-45.25%,100.00%,39天,17.78%,15.30%,100.00%,--,--,--,--,--,--
1815567237682212866,1,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-7.84%,100.00%,23天,13.47%,8.18%,100.00%,--,--,--,--,--,--
1815567237682212866,1,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,22.37%,20.91%,100.00%,--,--,--,--,--,--
1815633717572579330,1,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-20.92%,100.00%,2天,13.58%,8.86%,100.00%,--,--,--,--,--,--
1815633717572579330,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-25.11%,100.00%,--,14.45%,9.77%,100.00%,--,--,--,--,--,--
1815633717572579330,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-38.28%,100.00%,--,16.19%,12.77%,100.00%,--,--,--,--,--,--
1815633717572579330,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-45.25%,100.00%,39天,17.78%,15.30%,100.00%,--,--,--,--,--,--
1815633717572579330,1,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-7.84%,100.00%,23天,13.47%,8.18%,100.00%,--,--,--,--,--,--
1815633717572579330,1,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,22.37%,20.91%,100.00%,--,--,--,--,--,--
1815633981897617409,1,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-20.92%,100.00%,2天,13.58%,8.86%,100.00%,--,--,--,--,--,--
1815633981897617409,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-25.11%,100.00%,--,14.45%,9.77%,100.00%,--,--,--,--,--,--
1815633981897617409,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-38.28%,100.00%,--,16.19%,12.77%,100.00%,--,--,--,--,--,--
1815633981897617409,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-45.25%,100.00%,39天,17.78%,15.30%,100.00%,--,--,--,--,--,--
1815633981897617409,1,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-7.84%,100.00%,23天,13.47%,8.18%,100.00%,--,--,--,--,--,--
1815633981897617409,1,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,22.37%,20.91%,100.00%,--,--,--,--,--,--
2009448068728209410,1,自然日,近 1 年,--,--,--,--,--,--,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,--,--,--,--,--,--
2009448068728209410,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
2009448068728209410,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
2009448068728209410,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
2009448068728209410,1,自然日,今年以来,-7.25%,61.20%,--,14.31%,12.61%,49.87%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,10/104名,91/104名,--,89/104名,19/104名,92/104名
2009448068728209410,1,自然日,成立以来,-8.56%,76.47%,--,16.20%,15.14%,26.67%,-13.74%,29.81%,50天,13.89%,18.54%,71.92%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,14/97名,19/97名,--,14/97名,9/97名,20/97名
1121,1,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-25.57%,100.00%,38天,18.46%,15.89%,100.00%,--,--,--,--,--,--
1121,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-34.84%,100.00%,20天,18.80%,15.97%,100.00%,--,--,--,--,--,--
1121,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-34.84%,100.00%,40天,19.69%,18.15%,100.00%,--,--,--,--,--,--
1121,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-34.84%,100.00%,368天,19.90%,17.79%,100.00%,--,--,--,--,--,--
1121,1,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-23.40%,100.00%,--,20.87%,17.86%,100.00%,--,--,--,--,--,--
1121,1,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.27%,22.02%,100.00%,--,--,--,--,--,--
1902259859217362945,1,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-14.41%,100.00%,55天,20.64%,15.71%,100.00%,--,--,--,--,--,--
1902259859217362945,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-24.09%,100.00%,268天,17.58%,12.92%,100.00%,--,--,--,--,--,--
1902259859217362945,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-29.73%,100.00%,38天,17.79%,13.33%,100.00%,--,--,--,--,--,--
1902259859217362945,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-45.60%,100.00%,34天,18.48%,14.76%,100.00%,--,--,--,--,--,--
1902259859217362945,1,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-5.40%,100.00%,20天,14.75%,12.50%,100.00%,--,--,--,--,--,--
1902259859217362945,1,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,22.45%,20.84%,100.00%,--,--,--,--,--,--
2001462494746558466,1,自然日,近 1 年,--,--,--,--,--,--,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,--,--,--,--,--,--
2001462494746558466,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
2001462494746558466,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
2001462494746558466,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
2001462494746558466,1,自然日,今年以来,-8.48%,18.99%,7天,20.69%,15.06%,73.47%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,8/104名,85/104名,4/104名,92/104名,20/104名,87/104名
2001462494746558466,1,自然日,成立以来,-14.19%,44.54%,34天,21.15%,16.34%,55.18%,-13.74%,29.81%,50天,13.89%,18.54%,71.92%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,10/97名,16/97名,2/97名,19/97名,10/97名,17/97名
SB3110,1,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-17.39%,100.00%,--,13.04%,8.53%,100.00%,--,--,--,--,--,--
SB3110,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-24.32%,100.00%,61天,14.37%,9.65%,100.00%,--,--,--,--,--,--
SB3110,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-37.46%,100.00%,43天,15.79%,12.15%,100.00%,--,--,--,--,--,--
SB3110,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-45.25%,100.00%,40天,17.73%,15.27%,100.00%,--,--,--,--,--,--
SB3110,1,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-11.20%,100.00%,23天,13.45%,8.39%,100.00%,--,--,--,--,--,--
SB3110,1,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,22.33%,20.83%,100.00%,--,--,--,--,--,--
1911621335560400898,1,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-21.85%,100.00%,9天,16.66%,14.08%,100.00%,--,--,--,--,--,--
1911621335560400898,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-28.12%,100.00%,34天,19.18%,16.54%,100.00%,--,--,--,--,--,--
1911621335560400898,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-28.12%,100.00%,81天,19.71%,18.07%,100.00%,--,--,--,--,--,--
